Organism	Sample Name	short	Run	Experiment	Age	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Instrument	Isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	sex	SRA Study	Tissue	birth_location	Isolation_source	sub_species	BREED	Cultivar	Ecotype	STRAIN
Cyathopharynx furcifer	AVH2	cyafur_AVH2	SRR9657559	SRX6418702	missing	WGS	252	10511493048	PRJNA550295	SAMN12123601	Model organism or animal	3629977138	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	AVH2	AVH2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Trematochromis benthicola	DMD1	cteben_DMD1	SRR9657529	SRX6418732	missing	WGS	252	10635261840	PRJNA550295	SAMN12123632	Model organism or animal	3742139490	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	DMD1	DMD1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Trematochromis benthicola	IYA8	cteben_IYA8	SRR9674046	SRX6434417	missing	WGS	252	9271821384	PRJNA550295	SAMN12123794	Model organism or animal	3227478677	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IYA8	IYA8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyphotilapia frontosa	LEI9	cphfro_LEI9	SRR9673914	SRX6434306	missing	WGS	252	8497343484	PRJNA550295	SAMN12124068	Model organism or animal	2976848524	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LEI9	LEI9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyphotilapia frontosa	LEI6	cphfro_LEI6	SRR9673915	SRX6434305	missing	WGS	252	8525083644	PRJNA550295	SAMN12124067	Model organism or animal	2942181256	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LEI6	LEI6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyphotilapia gibberosa	INH7	cphgib_INH7	SRR9665651	SRX6426582	missing	WGS	252	12682390644	PRJNA550295	SAMN12123684	Model organism or animal	5119619101	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	INH7	INH7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyphotilapia gibberosa	INH9	cphgib_INH9	SRR9665656	SRX6426577	missing	WGS	252	11913465816	PRJNA550295	SAMN12123685	Model organism or animal	4524416859	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	INH9	INH9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyphotilapia sp. '5-bar frontosa' AB-2019	KDG2	cphfr5_KDG2	SRR9673900	SRX6434320	missing	WGS	245	17225624826	PRJNA550295	SAMN12123985	Model organism or animal	6225207524	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KDG2	KDG2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyphotilapia sp. '5-bar frontosa' AB-2019	KAG3	cphfr5_KAG3	SRR9675367	SRX6435716	missing	WGS	252	12862510920	PRJNA550295	SAMN12123974	Model organism or animal	4394301214	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KAG3	KAG3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis coloratus	JEC7	cypcol_JEC7	SRR9674027	SRX6434436	missing	WGS	245	20662551176	PRJNA550295	SAMN12123848	Model organism or animal	7527460584	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JEC7	JEC7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis coloratus	JED2	cypcol_JED2	SRR9674034	SRX6434429	missing	WGS	245	19278260836	PRJNA550295	SAMN12123849	Model organism or animal	7056620944	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JED2	JED2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis leptosoma	ISI2	cyplep_ISI2	SRR9665641	SRX6426592	missing	WGS	252	11241436500	PRJNA550295	SAMN12123740	Model organism or animal	4457854934	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	ISI2	ISI2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis leptosoma	ISI6	cyplep_ISI6	SRR9665717	SRX6426516	missing	WGS	252	10094904036	PRJNA550295	SAMN12123741	Model organism or animal	4005041162	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	ISI6	ISI6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis microlepidotus	JVE1	cypmic_JVE1	SRR9673965	SRX6434498	missing	WGS	252	7597281132	PRJNA550295	SAMN12123870	Model organism or animal	2843541423	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JVE1	JVE1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis microlepidotus	JVF2	cypmic_JVF2	SRR9674041	SRX6434422	missing	WGS	252	8454024180	PRJNA550295	SAMN12123871	Model organism or animal	2986707237	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JVF2	JVF2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis pavo	JEB4	cyppav_JEB4	SRR9674026	SRX6434437	missing	WGS	252	9907725492	PRJNA550295	SAMN12123847	Model organism or animal	4038287205	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JEB4	JEB4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis pavo	JEB2	cyppav_JEB2	SRR9674029	SRX6434434	missing	WGS	252	11800747728	PRJNA550295	SAMN12123846	Model organism or animal	4775975161	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JEB2	JEB2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis sp. 'dwarf jumbo' AB-2019	KFA7	cypdwj_KFA7	SRR9673921	SRX6434299	missing	WGS	252	17342242596	PRJNA550295	SAMN12123998	Model organism or animal	6278289304	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KFA7	KFA7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis sp. 'dwarf jumbo' AB-2019	KFA9	cypdwj_KFA9	SRR9673924	SRX6434296	missing	WGS	252	14429331000	PRJNA550295	SAMN12123999	Model organism or animal	5310272140	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KFA9	KFA9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis sp. 'jumbo' AB-2019	INH1	cypkan_INH1	SRR9665650	SRX6426583	missing	WGS	252	12239966592	PRJNA550295	SAMN12123683	Model organism or animal	4376300329	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	INH1	INH1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis sp. 'kibishi' AB-2019	Bel18	cypkib_Bel18	SRR9657553	SRX6418708	missing	WGS	252	9527367528	PRJNA550295	SAMN12123627	Model organism or animal	3277329694	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	Bel18	Bel18	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis sp. 'kibishi' AB-2019	Bel16	cypkib_Bel16	SRR9657556	SRX6418705	missing	WGS	252	8478618120	PRJNA550295	SAMN12123626	Model organism or animal	2946804285	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	Bel16	Bel16	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis zonatus	GPC9	cypzon_GPC9	SRR9657535	SRX6418726	missing	WGS	252	12375929916	PRJNA550295	SAMN12123638	Model organism or animal	4664217878	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	GPC9	GPC9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Cyprichromis zonatus	GPD1	cypzon_GPD1	SRR9657538	SRX6418723	missing	WGS	252	7853376132	PRJNA550295	SAMN12123639	Model organism or animal	2643078784	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	GPD1	GPD1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Ectodus descampsii	IRD7	ectdes_IRD7	SRR9665678	SRX6426555	missing	WGS	252	12709012428	PRJNA550295	SAMN12123719	Model organism or animal	4564524315	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IRD7	IRD7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Ectodus descampsii	IRD8	ectdes_IRD8	SRR9665679	SRX6426554	missing	WGS	252	8631456372	PRJNA550295	SAMN12123720	Model organism or animal	3337397707	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IRD8	IRD8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Ectodus sp. 'north'	KHC4	ectspN_KHC4	SRR9673856	SRX6434364	missing	WGS	252	8484681744	PRJNA550295	SAMN12124011	Model organism or animal	2894887215	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KHC4	KHC4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Ectodus sp. 'north'	KHC5	ectspN_KHC5	SRR9673857	SRX6434363	missing	WGS	252	8303754816	PRJNA550295	SAMN12124012	Model organism or animal	2808195091	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KHC5	KHC5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Enantiopus melanogenys	BNC5	enamel_BNC5	SRR9657557	SRX6418704	missing	WGS	252	11936824452	PRJNA550295	SAMN12123629	Model organism or animal	4113638860	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	BNC5	BNC5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Enantiopus melanogenys	AWC5	enamel_AWC5	SRR9657562	SRX6418699	missing	WGS	252	10876949244	PRJNA550295	SAMN12123604	Model organism or animal	3740404448	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AWC5	AWC5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Eretmodus cyanostictus	IZI3	erecya_IZI3	SRR9674012	SRX6434452	missing	WGS	245	16079259286	PRJNA550295	SAMN12123807	Model organism or animal	5807499410	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IZI3	IZI3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Eretmodus cyanostictus	IZH7	erecya_IZH7	SRR9674015	SRX6434449	missing	WGS	245	26078650335	PRJNA550295	SAMN12123806	Model organism or animal	9402258023	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IZH7	IZH7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Eretmodus marksmithi	JXF4	eremar_JXF4	SRR9675310	SRX6435773	missing	WGS	252	7931662956	PRJNA550295	SAMN12123939	Model organism or animal	2618679634	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JXF4	JXF4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Eretmodus marksmithi	JXE9	eremar_JXE9	SRR9675317	SRX6435766	missing	WGS	252	12928477212	PRJNA550295	SAMN12123938	Model organism or animal	4296216933	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JXE9	JXE9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Gnathochromis permaxillaris	ITA4	gnaper_ITA4	SRR9665716	SRX6426517	missing	WGS	252	11530934856	PRJNA550295	SAMN12123742	Model organism or animal	4421317374	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	ITA4	ITA4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Gnathochromis permaxillaris	IUI5	gnaper_IUI5	SRR9665728	SRX6426505	missing	WGS	252	10893644496	PRJNA550295	SAMN12123759	Model organism or animal	4274904549	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IUI5	IUI5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Gnathochromis pfefferi	AWB7	gnapfe_AWB7	SRR9657560	SRX6418701	missing	WGS	252	9383252004	PRJNA550295	SAMN12123602	Model organism or animal	3131784602	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AWB7	AWB7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Gnathochromis pfefferi	AWE2	gnapfe_AWE2	SRR9657563	SRX6418698	missing	WGS	252	8932264740	PRJNA550295	SAMN12123605	Model organism or animal	3008206845	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AWE2	AWE2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Grammatotria lemairii	JDD8	gralem_JDD8	SRR9674022	SRX6434442	missing	WGS	252	8821404900	PRJNA550295	SAMN12123834	Model organism or animal	3371622865	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JDD8	JDD8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Grammatotria lemairii	JDD7	gralem_JDD7	SRR9674023	SRX6434441	missing	WGS	252	16524147528	PRJNA550295	SAMN12123833	Model organism or animal	5807174751	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JDD7	JDD7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Greenwoodochromis bellcrossi	IXB5	gwcbel_IXB5	SRR9673989	SRX6434475	missing	WGS	252	13403695284	PRJNA550295	SAMN12123782	Model organism or animal	4696105995	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IXB5	IXB5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Greenwoodochromis christyi	IZE4	gwcchr_IZE4	SRR9674009	SRX6434455	missing	WGS	252	13021157268	PRJNA550295	SAMN12123804	Model organism or animal	5082297387	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IZE4	IZE4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Greenwoodochromis christyi	IZF1	gwcchr_IZF1	SRR9674014	SRX6434450	missing	WGS	252	9337792968	PRJNA550295	SAMN12123805	Model organism or animal	3596589761	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IZF1	IZF1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Haplotaxodon microlepis	IQB8	hapmic_IQB8	SRR9665668	SRX6426565	missing	WGS	252	16925669964	PRJNA550295	SAMN12123706	Model organism or animal	5759506111	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IQB8	IQB8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Hemibates koningsi	LJC5	hemstZ_LJC5	SRR9673951	SRX6434269	missing	WGS	252	13349868588	PRJNA550295	SAMN12124115	Model organism or animal	4505355269	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LJC5	LJC5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Hemibates koningsi	IZA5	hemstZ_IZA5	SRR9674051	SRX6434412	missing	WGS	252	17671707396	PRJNA550295	SAMN12123797	Model organism or animal	6285953880	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IZA5	IZA5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	missing	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Hemibates stenosoma	IXC3	hemste_IXC3	SRR9673995	SRX6434469	missing	WGS	252	9510547032	PRJNA550295	SAMN12123788	Model organism or animal	3864529967	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IXC3	IXC3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Hemibates stenosoma	IXC2	hemste_IXC2	SRR9673996	SRX6434438	missing	WGS	252	9292872708	PRJNA550295	SAMN12123787	Model organism or animal	3183790328	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IXC2	IXC2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Interochromis loocki	IPB6	intloo_IPB6	SRR9665691	SRX6426542	missing	WGS	252	11749275720	PRJNA550295	SAMN12123694	Model organism or animal	4740814207	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IPB6	IPB6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Interochromis loocki	IPF3	intloo_IPF3	SRR9665698	SRX6426535	missing	WGS	252	9262073268	PRJNA550295	SAMN12123699	Model organism or animal	3766151272	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IPF3	IPF3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis dickfeldi	IRC4	juldic_IRC4	SRR9665672	SRX6426561	missing	WGS	252	12681302508	PRJNA550295	SAMN12123717	Model organism or animal	5170943832	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IRC4	IRC4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis dickfeldi	IRC5	juldic_IRC5	SRR9665673	SRX6426560	missing	WGS	252	9098776260	PRJNA550295	SAMN12123718	Model organism or animal	3718481580	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IRC5	IRC5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis marksmithi	LFG8	julmrk_LFG8	SRR9673926	SRX6434294	missing	WGS	252	8256066588	PRJNA550295	SAMN12124079	Model organism or animal	2788768841	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LFG8	LFG8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis marksmithi	LFH1	julmrk_LFH1	SRR9673927	SRX6434293	missing	WGS	252	10784828880	PRJNA550295	SAMN12124080	Model organism or animal	3763693344	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LFH1	LFH1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis marlieri	JXB5	julmaN_JXB5	SRR9675313	SRX6435770	missing	WGS	252	11213513640	PRJNA550295	SAMN12123934	Model organism or animal	4005080732	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JXB5	JXB5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis marlieri	JXC1	julmaN_JXC1	SRR9675316	SRX6435767	missing	WGS	252	10778049576	PRJNA550295	SAMN12123935	Model organism or animal	4024356298	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JXC1	JXC1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis ornatus	ISB7	julorn_ISB7	SRR9665644	SRX6426589	missing	WGS	252	8228824380	PRJNA550295	SAMN12123735	Model organism or animal	3336370823	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	ISB7	ISB7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Julidochromis ornatus	ISC1	julorn_ISC1	SRR9665645	SRX6426588	missing	WGS	252	10612051128	PRJNA550295	SAMN12123736	Model organism or animal	4251072432	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	ISC1	ISC1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
